dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score,heavy_analysis_available,heavy_analysis_overall_score,structured_data_json_ld_count,structured_data_valid_json_ld_count,structured_data_malformed_json_ld_count,structured_data_schema_type_count,structured_data_business_schema_present,structured_data_offer_schema_present,structured_data_faq_schema_present,structured_data_breadcrumb_schema_present,structured_data_score,mobile_viewport_present,mobile_readiness_score,rendering_browser_fetch_used,rendering_js_dependency_risk,rendering_text_html_ratio,rendering_score,performance_html_size_kb,performance_dom_node_count,performance_script_count,performance_stylesheet_count,performance_image_count,performance_response_time_ms,performance_resource_complexity_score,performance_proxy_score,intent_is_commercial,intent_is_local_commercial,intent_is_informational,intent_is_navigational,intent_confidence,query_local_modifier,commercial_intent_score,local_intent_score,informational_intent_score,navigational_intent_score,commercial_intent_alignment,local_intent_alignment,informational_intent_alignment,navigational_intent_alignment,intent_alignment_score,feature_policy_version
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,70.0,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://krasnodar.oknatrade.ru/catalog/plastikovye-okna/,krasnodar.oknatrade.ru,5,0,,,product,ok,,..\dataset-v2\artifacts\query--f0533eea6fa8c471.json,a20e2b3e92413139ba5fd60087efd940d82e7930,1525603,70.0,9600,60000,1600,964,0.22289,5.2308,90,28.0844,36,1,5,1,7,1,62,1,131,0,0,0,196,2,2,0.5,0.5,2,0.5,33,0.045318,1,80,24,40,24,3,157,52.333333,12.2175,80,23.352601,60,6.936416,0.021422,0.441411,1,1,9.443231,0.019774,0.441411,0.220705,0.220705,0.25,0.441411,0.7,0.872727,0.903448,0.489403,0.098386,0.441411,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,0.75,0.91,1,19,1,1,1,1,1,1,1,1,1,1,1,0,1,13,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.295071,0,0,0,0,0,0,0,0,0,1,0.91,1,0.906279,0.021422,0.093721,1294.5791,6463,67,14,101,10261.3067,0.01875,0.176563,0,1,0,0,0.2,1,0.45,0.25,0,0,0.708638,0.787979,0.515757,0.654856,0.787979,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,75.7,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://krasnodar.zavod-okna-pvh.ru/,krasnodar.zavod-okna-pvh.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--38e961e93f2f2498.json,cc6231851b9a1e3469d696d9e9db6e32302a0b38,391447,75.7,9600,60000,1600,1200,0.378295,6.0142,90,21.2637,36,1,10,0,18,1,86,1,122,0,0,0,151,2,0,0.5,0,9,0.5,20,0.039018,1,80,24,40,0,12,145,12.083333,13.7234,46.511628,28,54.780362,0,0.107319,0.439204,1,1,21.5,0.06383,0.439204,0.219602,0.219602,0.25,0.439204,0.7,0.436364,0.841379,0.699397,0.166148,0.439204,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,11,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.531572,2,2,0,2,1,0,0,0,0.425,1,0.91,1,0.611429,0.107319,0.388571,277.2646,2635,32,7,186,5571.1919,0.320288,0.402716,0,1,0,0,0.2,1,0.45,0.25,0,0,0.71526,0.79485,0.530335,0.676378,0.79485,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,66.2,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://oknasravni.ru/krasnodar,oknasravni.ru,7,0,,,content,ok,,..\dataset-v2\artifacts\query--97b3332562f57175.json,09dd4e29373508a1fd27a2d1f787ec47197ae0b2,240345,66.2,9600,60000,1600,874,0.397634,5.3562,90,12.4886,3,1,8,2,11,1,69,1,155,0,0,0,136,1,3,0.25,0.5,8,0.5,44,0.061874,1,80,24,30,0,0,2,0,180,57.324841,28,13.648772,0,0.083437,0.591862,1,0.75,17.444444,3.666667,0.591862,0.147965,0.295931,0.125,0.591862,0.6125,0.745455,0.931034,0,0.235345,0.443897,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0.4,5,6,0.555556,0.666667,0.540741,1,0.546442,0,0,0,0,0,0,0,0,0,1,0.91,1,0.302857,0.083437,0.697143,182.2539,1427,8,4,292,4390.9304,0.554835,0.578626,0,1,0,0,0.2,1,0.45,0.25,0,0,0.611838,0.625833,0.591306,0.628813,0.625833,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,70.2,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://okna-193.ru/,okna-193.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--3f5dfb514b105c5f.json,acdf757078bf585328417c9d2787d2b63d319418,841219,70.2,9600,60000,1600,893,0.479592,6.1579,90,15.1382,15,1,1,6,8,1,71,1,226,0,0,0,83,4,3,0.75,0.5,3,0.5,18,0.044576,1,80,24,40,24,9,63,7,124.1333,64.446831,28,38.131042,29.538131,0.017945,0.674018,1,1,15.516667,0.533333,0.674018,0.505513,0.337009,0.375,0.674018,0.7875,0.709091,0.441379,0.514142,0.323254,0.674018,200,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,0.75,0.85,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,18,0,1,1,1,0.8,8,7,0.888889,0.777778,0.822222,1,0.386049,0,0,0,0,0,0,0,0,0,1,0.91,1,0.677207,0.017945,0.322793,757.4883,1693,16,20,113,4787.0594,0.19854,0.311405,0,1,0,0,0.2,1,0.45,0.25,0,0,0.782493,0.825541,0.715205,0.734465,0.825541,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,67.6,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://glas-okna.ru/plastikovye-okna/,glas-okna.ru,9,0,,,content,ok,,..\dataset-v2\artifacts\query--f9f9fdf0262507cb.json,763f04f16000cd97b60c9151d223477489991a1a,431326,67.6,9600,60000,1600,915,0.54889,6.6911,90,15.1545,36,1,10,3,16,1,89,1,212,0,0,0,78,3,1,0.5,0.25,9,0.5,24,0.046791,0.75,80,24,40,5,1,7,7,18.9432,75.584883,26.994601,49.190162,2.9994,0.037019,0.420082,1,1,13.230159,0.181818,0.315061,0.210041,0.210041,0.25,0.420082,0.6625,0.381818,0.537931,0.330234,0.213542,0.420082,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,11,1,1,1,1,1,7,7,0.777778,0.777778,0.851852,1,0.516388,1,4,0,4,0,0,0,1,0.65,1,0.91,1,0.838042,0.037019,0.161958,357.9756,1383,35,41,45,7123.933,0.241458,0.343593,0,1,0,0,0.2,1,0.45,0.25,0,0,0.648965,0.750769,0.488197,0.625589,0.750769,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,70.6,пластиковые окна цена Краснодар,пластиковые окна,commercial,Краснодар,35,https://krasnodar.okna-plastikovyye.ru/,krasnodar.okna-plastikovyye.ru,10,0,,,homepage,ok,,..\dataset-v2\artifacts\query--45d750227ae2f5b3.json,259dacc4347face0d79de9eda73aa80d86c56f69,496294,70.6,9600,60000,1600,1117,0.324898,5.8837,90,11.8144,36,1,6,0,7,1,47,1,47,0,0,0,153,0,0,0,0,3,0.25,31,0.044503,1,80,24,40,7,9,146,16.222222,13.2231,68.644561,28,60,2.036067,0.074321,0.305253,1,1,14.567797,0.026923,0.305253,0,0.076313,0,0.305253,0.4625,0.854545,0.324138,0.516579,0.099176,0.305253,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,23,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.58228,4,4,1,4,1,1,0,0,0.783333,1,0.91,1,0.674847,0.074321,0.325153,349.8145,3062,48,44,145,5797.8339,0.197515,0.310636,0,1,0,0,0.2,1,0.45,0.25,0,0,0.637148,0.738932,0.433469,0.590004,0.738932,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,70.1,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://oknasravni.ru/samara,oknasravni.ru,1,0,,,content,ok,,..\dataset-v2\artifacts\query--4f1de4a7bad2b025.json,65bccfe0933d952205238fa8a18b5d1c42ac2e77,241619,70.1,9600,60000,1600,792,0.373938,5.2663,90,12.6071,3,1,8,2,11,1,65,1,151,0,0,0,148,1,3,0.25,0.5,8,0.5,43,0.069877,1,80,24,30,0,0,2,0,180,59.017941,28,14.164306,0,0.07756,0.785074,1,0.75,16.944,3.666667,0.785074,0.196269,0.392537,0.125,0.785074,0.6125,0.818182,0.958621,0,0.293569,0.588806,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0.4,5,5,0.555556,0.555556,0.503704,1,0.542857,0,0,0,0,0,0,0,0,0,1,0.91,1,0.313531,0.07756,0.686469,185.2949,1463,8,4,291,3821.1275,0.549945,0.574959,1,0,0,0,0.45,0,0.45,0,0,0,0.67741,0.670755,0.68222,0.687863,0.67741,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,71.7,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://oknazavr.ru/samara/plastikovye-okna/,oknazavr.ru,2,0,,,content,ok,,..\dataset-v2\artifacts\query--ed3575a3361a2a91.json,67e6086a161f02d320900fa8e2377467d2076343,793370,71.7,9600,60000,1600,743,0.377349,5.3535,90,14.5852,36,1,10,10,18,1,82,1,158,0,0,0,106,4,0,0.5,0,8,1,22,0.053834,1,80,24,40,0,3,72,24,6.9088,80,28,60,0,0.018981,0.759731,1,1,5.59375,0.077193,0.759731,0.379866,0.759731,0.5,0.759731,0.825,0.509091,0.910345,0.205519,0.286684,0.759731,200,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,0.75,0.91,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0.6,8,7,0.888889,0.777778,0.755556,1,0.550034,2,2,0,2,1,1,0,0,0.575,1,0.91,1,0.672673,0.018981,0.327327,689.1748,3562,16,6,232,6824.32,0.300415,0.387811,1,0,0,0,0.45,0,0.45,0,0,0,0.807073,0.831853,0.762254,0.786421,0.807073,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,74.8,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://azbukaokon63.ru/,azbukaokon63.ru,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f2a9c6b94f4c9412.json,6dbb8a211cb1be22933a09209753cad9d565a1cf,529872,74.8,9600,60000,1600,947,0.267363,5.6694,90,10.5104,36,1,10,4,18,1,69,1,208,0,0,0,132,2,3,0.5,0.5,7,0.5,13,0.037267,1,80,24,40,24,5,32,6.4,20.3563,80,28,35.855449,11.575381,0.060362,0.741657,1,1,9.321053,0.126437,0.741657,0.370829,0.370829,0.25,0.741657,0.7,0.745455,0.565517,0.757764,0.198292,0.741657,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,7,1,1,1,1,1,1,1,1,0,1,0,1,1,51,1,1,1,1,1,9,7,1,0.777778,0.925926,1,0.451803,0,0,0,0,0,0,0,0,0,1,0.91,1,0.504487,0.060362,0.495513,414.4629,2188,17,12,141,7553.1381,0.318932,0.401699,1,0,0,0,0.45,0,0.45,0,0,0,0.841153,0.879216,0.72428,0.777216,0.841153,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,80.7,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://okna-sok.ru/,okna-sok.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--cdc08c46128c6752.json,3b068b18b079f3827e1929cda0578cb35f4a3309,426032,80.7,9600,60000,1600,1200,0.340129,5.8028,90,16.3509,36,1,10,10,18,1,74,1,160,0,0,0,104,3,2,0.5,0.5,13,0.75,16,0.027897,1,80,24,40,16,4,30,7.5,77.6667,48.015021,26.287554,31.11588,4.291845,0.084464,0.740199,1,1,20.826816,0.729167,0.740199,0.3701,0.555149,0.375,0.740199,0.7625,0.654545,0.896552,0.9299,0.251763,0.740199,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,10,0,1,1,1,1,1,1,1,1,1,0,1,1,21,0,1,1,1,0.6,9,7,1,0.777778,0.792593,1,0.441343,0,0,0,0,0,0,0,0,0,1,0.91,1,0.508571,0.084464,0.491429,321.7578,2645,24,19,98,9922.7049,0.268592,0.363944,1,0,0,0,0.45,0,0.45,0,0,0,0.815924,0.837277,0.745351,0.790122,0.815924,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,74.2,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://samara.okna-plastikovyye.ru/,samara.okna-plastikovyye.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--2f3dc74c7c036f95.json,4a97fc5f2ac6212b78033e2886b2c633745556a9,495134,74.2,9600,60000,1600,1094,0.32007,5.9026,90,11.951,36,1,6,2,9,1,43,1,43,0,0,0,155,0,0,0,0,4,0.5,31,0.045348,1,80,24,40,7,9,145,16.111111,13.1462,66.705676,28,60,2.047981,0.073971,0.48368,1,1,14.991228,0.034615,0.48368,0,0.24184,0,0.48368,0.525,0.781818,0.296552,0.488395,0.154812,0.48368,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,27,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.59857,4,4,0,4,1,1,0,0,0.85,1,0.91,1,0.676378,0.073971,0.323622,349.7158,3062,50,44,146,5594.9869,0.197544,0.310658,1,0,0,0,0.45,0,0.45,0,0,0,0.70662,0.786456,0.523891,0.652099,0.70662,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,74.1,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://smr.okna-olkon.ru/,smr.okna-olkon.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--999413215c07594d.json,122a048a59da8464b0adb8d855e591cba7ff7e1c,418396,74.1,8824,60000,1371,491,0.358133,5.2086,90,14.9022,36,1,10,12,18,1,43,1,164,0,0,0,49,2,4,0.5,0.5,4,0.75,14,0.03574,1,80,24,36,7,9,88,9.777778,18.527,64.186725,28,26.258206,5.105762,0.024633,0.654552,1,1,15.579545,0.878378,0.654552,0.327276,0.490914,0.375,0.598261,0.7625,0.781818,0.868966,0.808655,0.178547,0.654552,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,2,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0.8,6,8,0.666667,0.888889,0.785185,1,0.345443,0,0,0,0,0,0,0,0,0,1,0.91,1,0.892232,0.024633,0.107768,360.2705,1132,39,41,100,10758.4311,0.268674,0.364005,1,0,0,0,0.45,0,0.45,0,0,0,0.735877,0.796865,0.621786,0.714218,0.735877,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,80.3,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://npik.ru/,npik.ru,7,0,,,homepage,ok,,..\dataset-v2\artifacts\query--8170028a007bd721.json,239819013e769e9eb26a69f182201bb3ac6d42f3,298940,80.3,9600,60000,1600,1200,0.406624,6.0586,90,15.2028,36,1,4,12,18,1,63,1,185,0,0,0,113,3,0,0.75,0,4,0.5,23,0.025989,1,80,24,40,24,4,28,7,32.2074,62.557498,5.979761,60,8.50966,0.184438,0.682464,1,1,15.985294,0.214815,0.682464,0.511848,0.341232,0.375,0.682464,0.7875,0.854545,0.724138,0.866299,0.277506,0.682464,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,0,0,1,9,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.564241,0,0,0,0,0,0,0,0,0,1,0.9415,1,0.302857,0.184438,0.697143,192.2705,1663,8,2,26,5516.87,0.607762,0.618321,1,0,0,0,0.45,0,0.45,0,0,0,0.818019,0.867617,0.665917,0.78471,0.818019,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,80.9,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://samara.delaem-okna.ru/,samara.delaem-okna.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--156ac614fecffe6d.json,08a452bd8c41fcf1f9f80f9f127ea44246cee71a,830217,80.9,9600,60000,1600,1009,0.366776,6.1305,90,18.2185,36,1,10,2,18,1,80,1,295,0,0,0,198,3,4,0.75,0.5,6,0.5,51,0.071974,1,80,24,40,7,2,16,8,38.2083,80,28,30.534351,2.544529,0.028585,0.769475,1,1,9.139535,0.305556,0.769475,0.577106,0.384738,0.375,0.769475,0.7875,0.545455,0,0,0.282225,0.769475,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,37,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.471972,6,3,3,3,0,1,0,0,0.3625,1,0.91,1,0.682083,0.028585,0.317917,702.3047,3132,20,18,135,7459.4161,0.179961,0.297471,1,0,0,0,0.45,0,0.45,0,0,0,0.870485,0.902794,0.76591,0.82685,0.870485,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,65.9,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://mirokon-samara.ru/,mirokon-samara.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--13a226da0403462c.json,e3b445ffd16a7ecd0720bfdccc4a8694d3cde7f2,126285,65.9,8791,60000,1310,637,0.48626,5.5534,90,12.243,12,1,5,0,6,1,52,1,139,0,0,0,92,3,8,0.5,0.75,7,0.75,29,0.070229,1,54,24,39,0,7,23,3.285714,109.1667,41.221374,28,29.770992,0,0.105367,0.58991,1,1,24.259259,0.5,0.58991,0.294955,0.442433,0.375,0.515188,0.7625,0.945455,0.958621,0,0.208763,0.58991,200,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,3,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.4,6,5,0.666667,0.555556,0.540741,1,0.457527,0,0,0,0,0,0,0,0,0,1,0.91,1,0.572857,0.105367,0.427143,89.79,775,29,14,52,8415.9419,0.440619,0.492964,1,0,0,0,0.45,0,0.45,0,0,0,0.676004,0.669264,0.597787,0.68308,0.676004,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,24.3,пластиковые окна цена Самара,пластиковые окна,commercial,Самара,51,https://www.avito.ru/samara/remont_i_stroitelstvo/plastikovye_okna_8099668986,avito.ru,10,0,,,content,ok,,..\dataset-v2\artifacts\query--7d41665580655a95.json,37c86a8df8feef1d64b1705fbb776e7fa0e9a37d,34370,24.3,947,28943,133,90,0.676692,5.8421,12,11.0833,11,0,1,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,12.0909,7.518797,7.518797,0,7.518797,0.032719,0.032024,0,0.75,80,0.090909,0,0,0,0,0.002839,0,0.563636,0,0,0.001601,0.024018,429,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0.7,1,0.75,0.69,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0.4,2,3,0.222222,0.333333,0.318519,1,0.569567,0,0,0,0,0,0,0,0,0,1,0.879278,1,0.471138,0.032719,0.528862,29.1826,60,5,1,1,6031.1738,0.943504,0.870128,1,0,0,0,0.45,0,0.45,0,0,0,0.18841,0.229313,0.075892,0.237918,0.18841,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,72.7,пластиковые окна цена Нижний Новгород,пластиковые окна,commercial,Нижний Новгород,47,https://www.oknakompas.ru/,oknakompas.ru,2,0,,,homepage,ok,,..\dataset-v2\artifacts\query--593f3c9745c0d880.json,275e4c32bdfca8977bebcc6e5364cded914b041f,1218212,72.7,9600,60000,1600,1058,0.159964,5.6219,90,15.7102,36,1,10,7,18,1,79,1,179,0,0,0,211,3,2,0.4,0.4,1,0.2,19,0.031902,1,80,24,40,7,27,73,2.703704,4.9655,76.655579,18.294527,60,1.058361,0.046612,0.556386,1,1,13.045365,0.017267,0.556386,0.222554,0.111277,0.08,0.556386,0.59,0.563636,0.765517,0.936599,0.089002,0.556386,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6,0,1,1,1,1,1,1,1,1,1,0,0,1,33,0,1,1,1,0.6,8,7,0.888889,0.777778,0.755556,1,0.320443,0,0,0,0,0,0,0,0,0,1,0.91,1,0.796072,0.046612,0.203928,999.6689,5890,42,18,121,9618.0642,0.007128,0.167846,1,0,0,0,0.4,0,0.4,0,0,0,0.700891,0.755598,0.556083,0.667385,0.700891,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,77.6,пластиковые окна цена Нижний Новгород,пластиковые окна,commercial,Нижний Новгород,47,https://окна-саксэс.рф/,окна-саксэс.рф,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--dbfe1adf059da150.json,749f3e9a8173dbc752c22be7cd674723a705504b,1181493,77.6,9600,60000,1600,1200,0.2938,5.7111,90,26.1698,36,1,10,1,12,1,66,1,158,0,0,0,153,2,2,0.4,0.4,5,0.4,4,0.027578,1,80,24,40,24,17,319,18.764706,7.0585,68.853641,28,57.137707,6.128335,0.040225,0.553912,0.8,1,14.52356,0.015267,0.553912,0.221565,0.221565,0.16,0.553912,0.59,0.8,0.910345,0.91925,0.162739,0.553912,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,0,1,1,19,0,1,1,1,0.8,9,8,1,0.888889,0.896296,1,0.480428,2,3,0,3,1,0,1,0,0.6625,1,0.91,1,0.824015,0.040225,0.175985,975.1709,6484,47,26,500,3152.7731,0.014305,0.173229,1,0,0,0,0.4,0,0.4,0,0,0,0.743347,0.798331,0.627188,0.696606,0.743347,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,72.2,пластиковые окна цена Нижний Новгород,пластиковые окна,commercial,Нижний Новгород,47,https://nn.okna-plastikovyye.ru/,nn.okna-plastikovyye.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--d534c89c8213b946.json,056010c940f493a55f034d99f33adc651f88c3f7,490241,72.2,9600,60000,1600,1114,0.324026,5.8755,90,11.9375,36,1,6,0,7,1,44,1,44,0,0,0,151,2,2,0.4,0.4,4,0.4,33,0.043921,1,80,24,40,7,9,145,16.111111,13.1221,64.863293,28,60,2.036067,0.074797,0.187522,1,1,15.41704,0.026718,0.187522,0.075009,0.075009,0.16,0.187522,0.64,0.8,0.303448,0.535971,0.060762,0.187522,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0,1,27,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.599603,4,4,0,4,1,1,0,0,0.85,1,0.91,1,0.672764,0.074797,0.327236,347.3613,3048,48,44,146,5662.0894,0.198234,0.311175,1,0,0,0,0.4,0,0.4,0,0,0,0.617045,0.726749,0.399339,0.582495,0.617045,v5-shortcut-control-v1
